display_cation,display_anion,property,abs_log_error
Quaternary ammonium,NTf2,Viscosity,0.20128573723180243
Imidazolium,NTf2,Viscosity,0.12340740282631568
Imidazolium,Other,Viscosity,0.19058267238872778
Imidazolium,NTf2,Viscosity,0.030880090178910802
Imidazolium,NTf2,Viscosity,0.015267008205672727
Quaternary ammonium,NTf2,Viscosity,0.07737153788251838
Imidazolium,Other,Viscosity,0.08870181297152624
Imidazolium,Other,Viscosity,0.13763113263710025
Imidazolium,Other,Viscosity,0.4868265442086357
Imidazolium,Other,Viscosity,0.07937154081211961
Imidazolium,BF4,Viscosity,0.1875675288290668
Imidazolium,NTf2,Viscosity,0.014461682467389991
Imidazolium,Other,Viscosity,0.05964993361179127
Imidazolium,Other,Viscosity,0.3874220833991815
Quaternary ammonium,NTf2,Viscosity,0.1559164967268113
Imidazolium,Other,Viscosity,0.03227459288243484
Phosphonium,Other,Viscosity,0.05844394566437483
Pyridinium,NTf2,Viscosity,0.05432599507492286
Quaternary ammonium,Other,Viscosity,0.053464006182964915
Quaternary ammonium,Carboxylate,Viscosity,0.11074374700949541
Pyridinium,NTf2,Viscosity,0.03480310345382032
Imidazolium,Other,Viscosity,0.004070824947323803
Imidazolium,Other,Viscosity,0.1309100160693717
Imidazolium,Other,Viscosity,0.03697112579635364
Phosphonium,Other,Viscosity,0.16394814377368783
Imidazolium,PF6,Viscosity,0.004451246710088563
Imidazolium,BF4,Viscosity,0.01603558635113389
Imidazolium,BF4,Viscosity,0.026492010137976862
Imidazolium,NTf2,Viscosity,0.01602412493696992
Imidazolium,PF6,Viscosity,0.07451491851195247
Imidazolium,PF6,Viscosity,0.045727801857222694
Imidazolium,Other,Viscosity,0.013834990998434549
Imidazolium,NTf2,Viscosity,0.07034220665205071
Imidazolium,PF6,Viscosity,0.002966537599379926
Phosphonium,NTf2,Viscosity,0.07304936604269674
Imidazolium,Other,Viscosity,0.5510701557056246
Imidazolium,BF4,Viscosity,0.022330468228765055
Imidazolium,NTf2,Viscosity,0.03481719671079064
Imidazolium,Carboxylate,Viscosity,0.07182713756168368
Phosphonium,Carboxylate,Viscosity,0.009767047795401052
Imidazolium,Other,Viscosity,0.016581901647442443
Imidazolium,Other,Viscosity,0.12539226083083377
Imidazolium,NTf2,Viscosity,0.02975467399141607
Imidazolium,Other,Viscosity,0.017893384038107918
Imidazolium,Other,Viscosity,0.010786453247085381
Pyridinium,NTf2,Viscosity,0.028154473894647758
Pyridinium,Other,Viscosity,0.11764575809950184
Imidazolium,NTf2,Viscosity,0.01837500920278945
Imidazolium,Carboxylate,Viscosity,0.1821827864091321
Imidazolium,PF6,Viscosity,0.24341980001055918
Imidazolium,Other,Viscosity,0.11150166981141041
Pyridinium,Other,Viscosity,0.05388155985024845
Imidazolium,Other,Viscosity,0.04604291406917038
Imidazolium,Other,Viscosity,0.0414407373010065
Imidazolium,Carboxylate,Viscosity,0.01707606609243495
Pyridinium,Hydrogen sulfate,Viscosity,0.05075101638315971
Cholinium,NTf2,Viscosity,0.019868683362691764
Imidazolium,Other,Viscosity,0.030664370501718885
Imidazolium,Other,Viscosity,0.019140333133165655
Imidazolium,Hydrogen sulfate,Viscosity,0.04280325544335106
Imidazolium,Hydrogen sulfate,Viscosity,0.04397855850167032
Imidazolium,Hydrogen sulfate,Viscosity,0.11159381927624334
Pyridinium,NTf2,Viscosity,0.04589229110490223
Imidazolium,NTf2,Viscosity,0.10260681318337461
Imidazolium,Carboxylate,Viscosity,0.1058254531847811
Quaternary ammonium,NTf2,Viscosity,0.13333982790516785
Quaternary ammonium,NTf2,Viscosity,0.1220132117593078
Imidazolium,Other,Viscosity,0.03793054935413043
Imidazolium,Other,Viscosity,0.16192400460013273
Imidazolium,PF6,Viscosity,0.3468448262596711
Imidazolium,Other,Viscosity,0.07228340069081018
Imidazolium,Other,Viscosity,0.3095934354772991
Imidazolium,BF4,Viscosity,0.06578214119143055
Cholinium,Carboxylate,Viscosity,0.06204839611675328
Imidazolium,Other,Viscosity,0.09172163152505863
Imidazolium,Other,Viscosity,0.1881587764263024
Imidazolium,Other,Viscosity,0.01686954128475726
Quaternary ammonium,NTf2,Viscosity,0.223544433149661
Pyridinium,NTf2,Viscosity,0.04168762444610197
Pyridinium,BF4,Viscosity,0.08037601056014676
Imidazolium,Other,Viscosity,0.04326436244480547
Quaternary ammonium,Other,Viscosity,0.12994987528035917
Imidazolium,Other,Viscosity,0.031210940408569865
Pyridinium,NTf2,Viscosity,0.10804606792512406
Imidazolium,NTf2,Viscosity,0.0344018499731964
Imidazolium,Hydrogen sulfate,Viscosity,0.1634401777455401
Pyridinium,Other,Viscosity,0.021584987158695945
Imidazolium,Carboxylate,Viscosity,0.11959625595128576
Pyridinium,Other,Viscosity,0.02297685396664484
Imidazolium,Other,Viscosity,0.05937625356320986
Imidazolium,NTf2,Viscosity,0.09830680738602515
Imidazolium,NTf2,Viscosity,0.12006485691626256
Quaternary ammonium,Other,Viscosity,0.0296299256785022
Pyridinium,NTf2,Viscosity,0.24133328651082042
Protic ammonium,Other,Viscosity,0.11482793034294003
Imidazolium,Other,Viscosity,4.6629424585553636e-05
Imidazolium,NTf2,Viscosity,0.014593569154893515
Imidazolium,NTf2,Viscosity,0.019657636093460606
Imidazolium,BF4,Viscosity,0.2766401747959497
Imidazolium,NTf2,Viscosity,0.06785742983647536
Imidazolium,Other,Viscosity,0.028023355938839423
Imidazolium,NTf2,Viscosity,0.05476492640983999
Imidazolium,PF6,Viscosity,0.07484267100800235
Imidazolium,Hydrogen sulfate,Viscosity,0.04160832823953431
Imidazolium,Other,Viscosity,0.1242816702126342
Phosphonium,Other,Viscosity,0.022029314258934174
Imidazolium,Carboxylate,Viscosity,0.055577427245899536
Phosphonium,NTf2,Viscosity,0.10785904649657385
Protic ammonium,Carboxylate,Viscosity,0.15265263832781484
Imidazolium,NTf2,Viscosity,0.02502178774547792
Imidazolium,BF4,Viscosity,0.09775960944210604
Phosphonium,Other,Viscosity,0.019336417044944376
Pyridinium,NTf2,Viscosity,0.019641124659492526
Phosphonium,NTf2,Viscosity,0.1154598487247378
Imidazolium,Other,Viscosity,0.23067374990444467
Cholinium,NTf2,Viscosity,0.019350483826931164
Phosphonium,Other,Viscosity,0.1415607780794308
Imidazolium,NTf2,Viscosity,0.13209880445994138
Protic ammonium,Other,Viscosity,0.04272260827221652
Protic ammonium,Other,Viscosity,0.01766877781478282
Imidazolium,PF6,Viscosity,0.02867360821036513
Imidazolium,Hydrogen sulfate,Viscosity,0.019356537692335696
Imidazolium,Other,Viscosity,0.012647129897394471
Imidazolium,Other,Viscosity,0.051713078967228654
Pyridinium,Other,Viscosity,0.0914273301116304
Pyridinium,NTf2,Viscosity,0.062197757901300665
Protic ammonium,Carboxylate,Viscosity,0.11642198154166561
Pyridinium,Other,Viscosity,0.05781615373785254
Phosphonium,Other,Viscosity,0.13609925819965474
Imidazolium,Other,Viscosity,0.09136362265982978
Imidazolium,BF4,Viscosity,0.19708320611857033
Protic ammonium,Carboxylate,Viscosity,0.24602347158378723
Imidazolium,Other,Viscosity,0.0012865351962152438
Imidazolium,Carboxylate,Viscosity,0.3257062882588918
Imidazolium,Other,Viscosity,0.0411635212569883
Imidazolium,Carboxylate,Viscosity,0.24016643735796
Phosphonium,Other,Viscosity,0.030208817646469432
Imidazolium,Other,Viscosity,0.018389133298464366
Phosphonium,Other,Viscosity,0.04324681613460246
Imidazolium,Other,Viscosity,0.44538274035220793
Cholinium,NTf2,Viscosity,0.03718762338815851
Pyridinium,Hydrogen sulfate,Viscosity,0.06792028364969349
Imidazolium,Hydrogen sulfate,Viscosity,0.021686824249683934
Phosphonium,Other,Viscosity,0.00030046319816490197
Imidazolium,NTf2,Viscosity,0.007859509616904514
Imidazolium,Carboxylate,Viscosity,0.09515205757198508
Pyridinium,Other,Viscosity,0.034997455731171634
Imidazolium,NTf2,Viscosity,0.04278165374345111
Imidazolium,Hydrogen sulfate,Viscosity,0.08970164557229321
Phosphonium,NTf2,Viscosity,0.02578739941904784
Phosphonium,Other,Viscosity,0.16996722599255554
Imidazolium,Other,Viscosity,0.0065611193034027515
Imidazolium,Other,Viscosity,0.03101064487908367
Imidazolium,Other,Viscosity,0.09899333187114978
Phosphonium,NTf2,Viscosity,0.05195714917823491
Pyridinium,NTf2,Viscosity,0.05144933254119266
Quaternary ammonium,NTf2,Viscosity,0.006988656035760599
Imidazolium,Other,Viscosity,0.017951605744383148
Imidazolium,Other,Viscosity,0.30596587242738793
Imidazolium,Other,Viscosity,0.014850406391853865
Imidazolium,NTf2,Viscosity,0.020033383330070098
Imidazolium,Other,Viscosity,0.015462431464702497
Imidazolium,Other,Viscosity,0.062078744785798
Quaternary ammonium,Other,Viscosity,0.08137135020127229
Imidazolium,NTf2,Viscosity,0.023076642345770004
Phosphonium,Carboxylate,Viscosity,0.2275086795855951
Imidazolium,Other,Viscosity,0.047293188597885116
Imidazolium,NTf2,Viscosity,0.00042910655626560157
Pyridinium,Other,Viscosity,0.08309174814203901
Imidazolium,Hydrogen sulfate,Viscosity,0.03730100903174982
Imidazolium,Other,Viscosity,0.013074376160628454
Imidazolium,PF6,Viscosity,0.003508403292676654
Pyridinium,NTf2,Viscosity,0.027503552507389006
Pyridinium,BF4,Viscosity,0.05661547219394425
Protic ammonium,Other,Viscosity,0.07670143873184232
Imidazolium,NTf2,Viscosity,0.05340007601593566
Imidazolium,Other,Viscosity,0.20379040270213267
Imidazolium,NTf2,Viscosity,0.030323026605807435
Imidazolium,Other,Viscosity,0.01037511926609247
Pyridinium,BF4,Viscosity,0.037077043475918
Imidazolium,Carboxylate,Viscosity,0.0034151154097994407
Imidazolium,Other,Viscosity,0.0349279340146369
Imidazolium,Other,Viscosity,0.09222981483757486
Imidazolium,NTf2,Viscosity,0.007172601905411469
Imidazolium,Other,Viscosity,0.01860959050701716
Imidazolium,Other,Viscosity,0.07833199229468257
Pyridinium,BF4,Viscosity,0.028501410420267437
Imidazolium,Other,Viscosity,0.07314760587269387
Imidazolium,NTf2,Viscosity,0.04896028779456518
Imidazolium,Other,Viscosity,0.0037785183903107367
Imidazolium,PF6,Viscosity,0.029497545159396843
Pyridinium,NTf2,Viscosity,0.0034214068210229875
Imidazolium,Other,Viscosity,0.03702589509657095
Phosphonium,Other,Viscosity,0.03118056824661819
Imidazolium,Other,Viscosity,0.018434201962994584
Imidazolium,Other,Viscosity,0.00572468813686644
Pyridinium,NTf2,Viscosity,0.007296502155640816
Imidazolium,Other,Viscosity,0.03520018506624378
Imidazolium,Other,Viscosity,0.30430370931503337
Imidazolium,NTf2,Viscosity,0.04452763412436678
Phosphonium,Other,Viscosity,0.12489619660537121
Imidazolium,Other,Viscosity,0.09984818023839681
Imidazolium,NTf2,Viscosity,0.04159316663578494
Pyridinium,BF4,Viscosity,0.019351450813589022
Imidazolium,NTf2,Viscosity,0.13675832088377105
Cholinium,Carboxylate,Viscosity,0.08826113252955925
Imidazolium,Other,Viscosity,0.025889333498527733
Pyridinium,BF4,Viscosity,0.1984952616967478
Imidazolium,Other,Viscosity,0.03021556828340133
Imidazolium,NTf2,Viscosity,0.02485397037494952
Imidazolium,Other,Viscosity,0.01700151609905598
Imidazolium,NTf2,Viscosity,0.04112725838992892
Pyridinium,Other,Viscosity,0.053876978404455045
Imidazolium,Carboxylate,Viscosity,0.07841551480090869
Quaternary ammonium,Carboxylate,Viscosity,0.07299361056331932
Pyridinium,Other,Viscosity,0.04397569915233568
Cholinium,NTf2,Viscosity,0.062233310376143436
Phosphonium,NTf2,Viscosity,0.10578355411001983
Imidazolium,Other,Viscosity,0.03364326474551138
Imidazolium,Other,Viscosity,0.023650939505976964
Pyridinium,BF4,Viscosity,0.4091078462055755
Imidazolium,Other,Viscosity,0.03669654724695981
Imidazolium,BF4,Viscosity,0.022429302917923
Imidazolium,Other,Viscosity,0.12800913226807165
Imidazolium,PF6,Viscosity,0.06422034892000927
Pyridinium,NTf2,Viscosity,0.10726390226617433
