property,Temperature_K,temperature_bin,abs_log_error
ElectricalConductivity,217.2,<280,0.148240389375335
ElectricalConductivity,298.1,280-300,0.027619185650093137
ElectricalConductivity,328.0,320-360,0.2571121487590351
ElectricalConductivity,349.15,320-360,0.0705268165618087
ElectricalConductivity,278.15,<280,0.08254733989801477
ElectricalConductivity,318.15,300-320,0.054395928844797714
ElectricalConductivity,503.85,>360,0.09729367749685525
ElectricalConductivity,308.15,300-320,0.05061282488879526
ElectricalConductivity,288.15,280-300,0.10203039915531598
ElectricalConductivity,403.1,>360,0.13802640797666865
ElectricalConductivity,268.1,<280,0.07955580448297006
ElectricalConductivity,343.15,320-360,0.06353220362347103
ElectricalConductivity,318.15,300-320,0.019300878783037767
ElectricalConductivity,333.15,320-360,0.03496312265170215
ElectricalConductivity,353.15,320-360,0.06432939244168856
ElectricalConductivity,343.1,320-360,0.03148524409063583
ElectricalConductivity,355.8,320-360,0.07026291070816137
ElectricalConductivity,318.15,300-320,0.03347629929210383
ElectricalConductivity,328.15,320-360,0.022120535325936483
ElectricalConductivity,368.1,>360,0.008576854028827366
ElectricalConductivity,353.15,320-360,0.040100326659476826
ElectricalConductivity,318.15,300-320,0.03465392892091773
ElectricalConductivity,295.1,280-300,0.017694089018856385
ElectricalConductivity,328.15,320-360,0.06291577040599045
ElectricalConductivity,195.2,<280,0.707589696871608
ElectricalConductivity,303.15,300-320,0.03328623917191287
ElectricalConductivity,288.15,280-300,0.011503335293920447
ElectricalConductivity,298.1,280-300,0.2189876921635019
ElectricalConductivity,298.15,280-300,0.00046060421683025154
ElectricalConductivity,353.0,320-360,0.017648668568872705
ElectricalConductivity,318.15,300-320,0.02350370582581418
ElectricalConductivity,293.1,280-300,0.7773569741409672
ElectricalConductivity,283.15,280-300,0.09472386364964969
ElectricalConductivity,303.8,300-320,0.09954182931022171
ElectricalConductivity,300.15,300-320,0.05776864843013085
ElectricalConductivity,347.15,320-360,0.06882979500744807
ElectricalConductivity,308.15,300-320,0.07459223327573405
ElectricalConductivity,313.15,300-320,0.04352973302014107
ElectricalConductivity,363.7,>360,0.07169941842091143
ElectricalConductivity,358.4,320-360,0.0829489763983724
ElectricalConductivity,353.15,320-360,0.004665339019690906
ElectricalConductivity,458.1,>360,0.035497735186135415
ElectricalConductivity,373.0,>360,0.05137797304093927
ElectricalConductivity,367.7,>360,0.1678389080761855
ElectricalConductivity,343.15,320-360,0.059584039913968545
ElectricalConductivity,298.15,280-300,0.009669818441659817
ElectricalConductivity,382.45,>360,0.005037556478524885
ElectricalConductivity,314.15,300-320,0.017965804484624037
ElectricalConductivity,283.0,280-300,0.03148806865049503
ElectricalConductivity,293.0,280-300,0.0707592049719632
ElectricalConductivity,353.2,320-360,0.0367740336610817
ElectricalConductivity,302.15,300-320,0.05063222834543235
ElectricalConductivity,323.15,320-360,0.0012683895064669048
ElectricalConductivity,288.15,280-300,0.037850876341866346
ElectricalConductivity,298.1,280-300,0.062356929468760036
ElectricalConductivity,338.15,320-360,0.05886133357328349
ElectricalConductivity,313.4,300-320,0.09341386477844171
ElectricalConductivity,328.15,320-360,0.0842246775871136
ElectricalConductivity,353.9,320-360,0.044386293928663
ElectricalConductivity,428.15,>360,0.17444894455992888
ElectricalConductivity,485.75,>360,0.2298578875521335
ElectricalConductivity,338.2,320-360,0.34532689221401014
ElectricalConductivity,516.45,>360,0.019097157475504195
ElectricalConductivity,343.15,320-360,0.05028641279902362
ElectricalConductivity,258.15,<280,0.18893897549934668
ElectricalConductivity,283.0,280-300,0.10230952325313677
ElectricalConductivity,388.15,>360,0.0687566414739158
ElectricalConductivity,342.75,320-360,0.1199142041800747
ElectricalConductivity,303.15,300-320,0.05612542941203702
ElectricalConductivity,318.15,300-320,0.3072551051772704
ElectricalConductivity,263.0,<280,0.027161111002054206
ElectricalConductivity,306.15,300-320,0.18785804370319736
ElectricalConductivity,393.1,>360,0.16445894959441465
ElectricalConductivity,313.4,300-320,0.0622888740715945
ElectricalConductivity,298.15,280-300,0.002978131418553076
ElectricalConductivity,358.15,320-360,0.08888435903750103
ElectricalConductivity,306.55,300-320,0.1021180435281511
ElectricalConductivity,428.15,>360,0.056726537494318
ElectricalConductivity,393.1,>360,0.04736520150935419
ElectricalConductivity,328.3,320-360,0.1629524467619885
ElectricalConductivity,323.0,320-360,0.28915155900514156
ElectricalConductivity,313.15,300-320,0.014050749148873276
ElectricalConductivity,378.0,>360,0.02035566066978811
ElectricalConductivity,313.15,300-320,0.028148840145229448
ElectricalConductivity,343.14,320-360,0.028208616236021
ElectricalConductivity,348.15,320-360,0.04873433338267974
ElectricalConductivity,293.0,280-300,0.42241499470481986
ElectricalConductivity,293.25,280-300,0.2492353211270247
ElectricalConductivity,335.6,320-360,0.03901268718286604
ElectricalConductivity,318.25,300-320,0.02318711507379656
ElectricalConductivity,333.3,320-360,0.20548321580696172
ElectricalConductivity,313.15,300-320,0.09309454984467119
ElectricalConductivity,313.15,300-320,0.01639687887665775
ElectricalConductivity,478.1,>360,0.09478197845815517
ElectricalConductivity,308.32,300-320,0.20441719583778695
ElectricalConductivity,313.15,300-320,0.05670504132374288
ElectricalConductivity,298.15,280-300,0.23345447163869082
ElectricalConductivity,448.15,>360,0.029939824876100696
ElectricalConductivity,353.1,320-360,0.08401106198547337
ElectricalConductivity,333.15,320-360,0.01791654041014823
ElectricalConductivity,300.65,300-320,0.017694334567599057
ElectricalConductivity,338.0,320-360,0.02068754506895376
ElectricalConductivity,318.15,300-320,0.2019311260096286
ElectricalConductivity,313.15,300-320,0.014180659066877155
ElectricalConductivity,283.15,280-300,0.07818613315596146
ElectricalConductivity,333.15,320-360,0.05707569027980619
ElectricalConductivity,293.0,280-300,0.2605666509545571
ElectricalConductivity,293.1,280-300,0.03287013220203083
ElectricalConductivity,298.1,280-300,1.9946674930276926
ElectricalConductivity,353.15,320-360,0.24473992968037084
ElectricalConductivity,303.15,300-320,0.028623505499496105
ElectricalConductivity,303.15,300-320,0.05544919775219126
ElectricalConductivity,298.15,280-300,0.19029458049319192
ElectricalConductivity,368.15,>360,0.043689932223559325
ElectricalConductivity,313.15,300-320,0.006160863868775169
ElectricalConductivity,363.1,>360,0.7176176796188949
ElectricalConductivity,298.15,280-300,0.046033017419767175
ElectricalConductivity,303.15,300-320,0.02898697649424742
ElectricalConductivity,303.1,300-320,0.029815886395955005
ElectricalConductivity,313.15,300-320,0.0047729118467102205
ElectricalConductivity,298.1,280-300,0.4941791083160605
ElectricalConductivity,298.15,280-300,0.2916772697976304
ElectricalConductivity,452.65,>360,0.0695930318430447
ElectricalConductivity,343.15,320-360,0.0696469314914161
ElectricalConductivity,283.15,280-300,0.1089130352522858
ElectricalConductivity,288.15,280-300,0.5206178829354842
ElectricalConductivity,313.15,300-320,0.1549732585250571
ElectricalConductivity,388.15,>360,0.009483237323075544
ElectricalConductivity,300.15,300-320,0.18323801240342275
ElectricalConductivity,343.15,320-360,0.17283511966840476
ElectricalConductivity,298.15,280-300,3.9783694496244637
ElectricalConductivity,308.15,300-320,0.11709592824321913
ElectricalConductivity,318.15,300-320,0.21142510495670003
ElectricalConductivity,311.05,300-320,0.10960102019300055
ElectricalConductivity,353.15,320-360,0.01790985460709571
ElectricalConductivity,308.15,300-320,0.009929696644111474
ElectricalConductivity,298.15,280-300,0.024111674328926802
ElectricalConductivity,303.1,300-320,0.0005847956208722138
ElectricalConductivity,278.15,<280,0.10727666491501697
ElectricalConductivity,348.0,320-360,0.09567130777158872
ElectricalConductivity,293.0,280-300,0.1287707421579407
ElectricalConductivity,209.0,<280,0.07988338173812437
ElectricalConductivity,468.15,>360,0.1007395883006077
ElectricalConductivity,293.15,280-300,0.054655036588445505
ElectricalConductivity,353.15,320-360,0.0741475128928592
ElectricalConductivity,323.15,320-360,0.03684569286582004
ElectricalConductivity,340.1,320-360,0.18189448148329124
ElectricalConductivity,353.15,320-360,0.09816795416449728
ElectricalConductivity,313.15,300-320,0.03733944980730142
ElectricalConductivity,413.1,>360,0.5363368637453314
ElectricalConductivity,313.15,300-320,0.04565291295120111
ElectricalConductivity,353.1,320-360,0.13855250291900223
ElectricalConductivity,408.1,>360,0.023475688835205233
ElectricalConductivity,258.05,<280,0.0826753849439803
ElectricalConductivity,278.0,<280,0.04801717153645013
ElectricalConductivity,212.0,<280,1.0115016969895496
ElectricalConductivity,338.15,320-360,0.013509380153977735
ElectricalConductivity,318.15,300-320,0.04196273525597287
ElectricalConductivity,283.0,280-300,2.5410022881379932
ElectricalConductivity,318.15,300-320,0.045955507104113696
ElectricalConductivity,307.1,300-320,0.2507037326895549
ElectricalConductivity,323.15,320-360,0.02952241262788613
ElectricalConductivity,298.15,280-300,0.018686008507990515
ElectricalConductivity,303.09,300-320,0.06365265738488746
ElectricalConductivity,494.05,>360,0.47667100709957677
ElectricalConductivity,318.15,300-320,0.044964543932872414
ElectricalConductivity,298.15,280-300,0.061176035225009695
ElectricalConductivity,337.9,320-360,0.08461497208977328
ElectricalConductivity,343.6,320-360,0.09292394514852542
ElectricalConductivity,343.15,320-360,0.0368092977739336
ElectricalConductivity,303.15,300-320,0.05607615493533328
ElectricalConductivity,303.15,300-320,0.07214257449689532
ElectricalConductivity,327.8,320-360,0.008063415077579683
ElectricalConductivity,268.1,<280,0.04555462584687309
ElectricalConductivity,343.1,320-360,0.056896029484041044
ElectricalConductivity,323.0,320-360,0.20950384784749126
ElectricalConductivity,323.15,320-360,0.028903588688127146
ElectricalConductivity,268.0,<280,0.7712540406854993
ElectricalConductivity,323.15,320-360,0.1445479331668964
ElectricalConductivity,323.15,320-360,0.12397938640908623
ElectricalConductivity,293.0,280-300,0.11146948462612494
ElectricalConductivity,303.15,300-320,0.058511638935729304
ElectricalConductivity,349.5,320-360,0.08108280979577343
ElectricalConductivity,383.1,>360,0.011850426123305835
ElectricalConductivity,373.1,>360,0.007342875474593891
ElectricalConductivity,346.1,320-360,0.165209042272628
ElectricalConductivity,333.15,320-360,0.048871389430731105
ElectricalConductivity,323.15,320-360,0.011326790838097733
ElectricalConductivity,358.15,320-360,0.021448567666603857
ElectricalConductivity,298.0,280-300,0.6255112403794328
ElectricalConductivity,338.0,320-360,0.22962246380580642
ElectricalConductivity,338.0,320-360,0.061707637645124214
ElectricalConductivity,286.4,280-300,0.14633492698065412
ElectricalConductivity,298.15,280-300,0.2715568574446734
ElectricalConductivity,303.15,300-320,0.20106537054189588
ElectricalConductivity,318.0,300-320,0.13830097893088128
ElectricalConductivity,348.15,320-360,0.0049140175257407215
ElectricalConductivity,348.8,320-360,0.13831471782158555
ElectricalConductivity,328.0,320-360,0.059587052539235796
ElectricalConductivity,283.0,280-300,0.08804620769682359
ElectricalConductivity,363.15,>360,0.023652736529340634
ElectricalConductivity,278.2,<280,0.21012625110538363
ElectricalConductivity,308.15,300-320,0.34395875298217105
ElectricalConductivity,306.1,300-320,0.3081082877322441
ElectricalConductivity,278.15,<280,0.05099510489813275
ElectricalConductivity,318.15,300-320,0.13485534049641945
ElectricalConductivity,328.17,320-360,0.009264517524568062
ElectricalConductivity,323.1,320-360,0.1674590987877178
ElectricalConductivity,333.15,320-360,0.05352582862095989
ElectricalConductivity,348.0,320-360,0.07155237565899393
ElectricalConductivity,348.1,320-360,0.06495577952932585
ElectricalConductivity,323.13,320-360,0.202660790873062
ElectricalConductivity,293.15,280-300,0.11183695734467225
ElectricalConductivity,293.15,280-300,0.07552379147160748
ElectricalConductivity,453.1,>360,0.08546896972984663
ElectricalConductivity,328.4,320-360,0.05339240366880538
ElectricalConductivity,298.15,280-300,0.13849313654025952
ElectricalConductivity,325.65,320-360,0.0449146570225655
ElectricalConductivity,313.15,300-320,0.0941217056566952
ElectricalConductivity,343.3,320-360,0.12217618493457172
ElectricalConductivity,288.15,280-300,0.10288233043498862
ElectricalConductivity,310.65,300-320,0.001683894508176298
ElectricalConductivity,283.15,280-300,0.07295744394059867
ElectricalConductivity,323.0,320-360,0.40086693364108117
ElectricalConductivity,313.156,300-320,0.053151563916287614
ElectricalConductivity,251.2,<280,0.13123503574709527
ElectricalConductivity,283.15,280-300,0.11320060201159388
ElectricalConductivity,300.15,300-320,0.17466799166618374
ElectricalConductivity,333.5,320-360,0.05219859525724846
ElectricalConductivity,373.0,>360,0.14474494054159637
ElectricalConductivity,295.65,280-300,0.07952514596786744
ElectricalConductivity,298.15,280-300,0.05187973580001903
ElectricalConductivity,323.2,320-360,0.3840890162929672
ElectricalConductivity,372.05,>360,0.06593879563735161
ElectricalConductivity,293.1,280-300,0.09977859777599307
ElectricalConductivity,448.15,>360,0.06164063248574814
ElectricalConductivity,308.7,300-320,0.13622343385322822
ElectricalConductivity,323.15,320-360,0.12055359192716153
ElectricalConductivity,338.0,320-360,0.027658884596518662
ElectricalConductivity,301.05,300-320,0.17388066422931747
ElectricalConductivity,333.6,320-360,0.1445342770585194
ElectricalConductivity,318.2,300-320,0.06064533424023799
ElectricalConductivity,308.15,300-320,0.02025604453059593
ElectricalConductivity,308.15,300-320,0.04761194997007878
ElectricalConductivity,268.2,<280,0.11499502577033105
ElectricalConductivity,308.15,300-320,0.09941710963947481
ElectricalConductivity,308.0,300-320,0.015342481736772218
ElectricalConductivity,345.6,320-360,0.04957660873335906
ElectricalConductivity,298.15,280-300,0.27968066362949917
ElectricalConductivity,288.1,280-300,0.01214030730368268
ElectricalConductivity,408.1,>360,0.07498770807065158
ElectricalConductivity,338.15,320-360,0.23686734445209312
ElectricalConductivity,338.15,320-360,0.8477577403864691
ElectricalConductivity,303.15,300-320,0.06271859292350057
ElectricalConductivity,338.15,320-360,0.12484706411301702
ElectricalConductivity,293.0,280-300,0.1868367122890353
ElectricalConductivity,358.15,320-360,1.0347638036981035
ElectricalConductivity,338.15,320-360,0.04793602420480708
ElectricalConductivity,303.15,300-320,0.03094710189565264
ElectricalConductivity,303.15,300-320,0.04952518122858307
ElectricalConductivity,393.1,>360,0.0023534610987208104
ElectricalConductivity,333.4,320-360,0.026356862834268302
ElectricalConductivity,355.1,320-360,0.06694130025387601
ElectricalConductivity,343.15,320-360,0.0824298270243877
ElectricalConductivity,323.15,320-360,0.030346593761471086
ElectricalConductivity,408.15,>360,0.06259308459512836
ElectricalConductivity,319.15,300-320,0.01131320391244195
ElectricalConductivity,313.15,300-320,0.00162163911924873
ElectricalConductivity,263.0,<280,0.21319541945963127
ElectricalConductivity,313.15,300-320,0.07532025573385503
ElectricalConductivity,323.0,320-360,0.07210858214168536
ElectricalConductivity,348.15,320-360,0.037331921666102774
ElectricalConductivity,438.15,>360,0.1493036020035603
ElectricalConductivity,333.95,320-360,0.12874662743463872
ElectricalConductivity,298.4,280-300,0.13862543865479715
ElectricalConductivity,330.15,320-360,0.0023491306194910033
ElectricalConductivity,298.15,280-300,0.06286203649397837
ElectricalConductivity,323.15,320-360,0.11640078873724147
ElectricalConductivity,348.2,320-360,0.16944094794381276
ElectricalConductivity,288.15,280-300,0.06134557050611167
ElectricalConductivity,288.15,280-300,0.0010267568424651152
ElectricalConductivity,335.05,320-360,0.037353856912131445
ElectricalConductivity,353.31,320-360,0.0444853791249428
ElectricalConductivity,300.15,300-320,0.003506200110533153
ElectricalConductivity,333.1,320-360,0.05465277809430656
ElectricalConductivity,323.15,320-360,0.03313938172818076
ElectricalConductivity,322.15,320-360,0.008303089474565206
ElectricalConductivity,448.15,>360,0.0667423086461445
ElectricalConductivity,248.2,<280,0.060256989415539586
ElectricalConductivity,323.15,320-360,0.036791972985527055
ElectricalConductivity,303.15,300-320,0.16829161187565023
ElectricalConductivity,298.4,280-300,0.15655203445827603
ElectricalConductivity,338.15,320-360,0.03471313086702055
ElectricalConductivity,278.1,<280,0.06982722579835876
ElectricalConductivity,303.15,300-320,0.015488067198440633
ElectricalConductivity,298.15,280-300,0.07585545863685716
ElectricalConductivity,298.15,280-300,0.09839874139085225
ElectricalConductivity,378.15,>360,0.03765863885578513
ElectricalConductivity,298.1,280-300,0.0885403464998662
ElectricalConductivity,328.15,320-360,0.05417402305766458
ElectricalConductivity,333.15,320-360,0.0040082432634827025
ElectricalConductivity,288.15,280-300,0.04022455536786573
ElectricalConductivity,343.3,320-360,0.10538528699606431
ElectricalConductivity,458.15,>360,0.0007723532290773161
ElectricalConductivity,293.8,280-300,0.010530688122600107
ElectricalConductivity,408.0,>360,0.10986605526613058
ElectricalConductivity,323.15,320-360,0.02290608147700035
ElectricalConductivity,293.15,280-300,0.024519916954105714
ElectricalConductivity,348.15,320-360,0.05013808404720943
ElectricalConductivity,273.15,<280,0.00046683505001254844
ElectricalConductivity,273.2,<280,0.18201861549052412
ElectricalConductivity,302.85,300-320,0.1190459658720191
ElectricalConductivity,458.15,>360,0.04799600981429508
ElectricalConductivity,338.15,320-360,0.007672091320550356
ElectricalConductivity,243.0,<280,0.34380601950323886
ElectricalConductivity,288.15,280-300,0.08495400690916188
ElectricalConductivity,333.15,320-360,0.027675513494766046
ElectricalConductivity,303.14,300-320,0.0311683272892056
ElectricalConductivity,298.1,280-300,0.09940757619775198
ElectricalConductivity,263.0,<280,0.3339841901695939
ElectricalConductivity,300.15,300-320,0.5759847419033106
ElectricalConductivity,313.15,300-320,0.06690522404909749
ElectricalConductivity,323.0,320-360,0.24497369893327803
ElectricalConductivity,295.1,280-300,0.41599179530155195
ElectricalConductivity,195.2,<280,1.4547969677405703
ElectricalConductivity,323.0,320-360,0.09113974611890746
ElectricalConductivity,348.1,320-360,0.06128032984139775
ElectricalConductivity,293.15,280-300,0.006390888410528928
ElectricalConductivity,308.0,300-320,0.23250629367608155
ElectricalConductivity,293.15,280-300,0.04439781723534808
ElectricalConductivity,273.15,<280,0.09675412080893686
ElectricalConductivity,303.15,300-320,0.019534739458588746
ElectricalConductivity,283.1,280-300,0.03715477536698231
ElectricalConductivity,317.231,300-320,0.08555383364395808
ElectricalConductivity,221.0,<280,0.4592534437566176
ElectricalConductivity,303.2,300-320,0.13909635794508735
ElectricalConductivity,298.15,280-300,0.10102975014195348
ElectricalConductivity,298.15,280-300,0.057227211322621985
ElectricalConductivity,325.65,320-360,0.04225003421509044
ElectricalConductivity,298.15,280-300,0.05707987376226331
ElectricalConductivity,308.0,300-320,0.07949373296497791
ElectricalConductivity,295.65,280-300,0.016622053958788907
ElectricalConductivity,338.6,320-360,0.1357008011589551
ElectricalConductivity,238.2,<280,0.16229553161693033
ElectricalConductivity,323.15,320-360,0.23960143558516522
ElectricalConductivity,333.15,320-360,0.12197233352521497
ElectricalConductivity,328.15,320-360,0.00871384059874315
ElectricalConductivity,353.15,320-360,0.04227449884675316
ElectricalConductivity,298.1,280-300,0.03831756987983492
ElectricalConductivity,338.15,320-360,0.04511831567958624
ElectricalConductivity,348.15,320-360,0.010614561829487168
ElectricalConductivity,288.5,280-300,0.5829636324991947
ElectricalConductivity,293.15,280-300,0.018889768711369825
ElectricalConductivity,328.2,320-360,0.3570317706452091
ElectricalConductivity,318.15,300-320,0.010234154510977866
ElectricalConductivity,308.1,300-320,0.3965225660897127
ElectricalConductivity,358.15,320-360,0.0925796060458396
ElectricalConductivity,318.15,300-320,0.0786198899495496
ElectricalConductivity,283.0,280-300,0.027553031473633305
ElectricalConductivity,323.15,320-360,0.04966591561177813
ElectricalConductivity,338.9,320-360,0.10556323677062407
ElectricalConductivity,318.04,300-320,0.22394637348971025
ElectricalConductivity,203.2,<280,0.19775762778101758
ElectricalConductivity,348.15,320-360,0.0029408873312551376
ElectricalConductivity,362.45,>360,0.0137241811471156
ElectricalConductivity,404.5,>360,0.04838122919871202
ElectricalConductivity,293.15,280-300,0.07337056413876286
ElectricalConductivity,310.65,300-320,0.009929389764307794
ElectricalConductivity,303.15,300-320,0.032309495956216905
ElectricalConductivity,283.1,280-300,0.04955997332429041
ElectricalConductivity,315.65,300-320,0.008561752908155196
ElectricalConductivity,368.15,>360,0.10810017636132607
ElectricalConductivity,318.0,300-320,0.03530393904546103
ElectricalConductivity,338.15,320-360,0.021446976473248558
ElectricalConductivity,315.518,300-320,0.09217166868331961
ElectricalConductivity,273.15,<280,0.0680857158032162
ElectricalConductivity,333.15,320-360,0.056018431702666405
ElectricalConductivity,316.0,300-320,0.04750161124619856
ElectricalConductivity,330.65,320-360,0.0639486622654162
ElectricalConductivity,293.15,280-300,1.693566831013949
ElectricalConductivity,323.34,320-360,0.02219308873121484
ElectricalConductivity,308.15,300-320,0.013786367599311955
ElectricalConductivity,298.8,280-300,0.04609204786840165
ElectricalConductivity,303.15,300-320,0.031154646254409557
ElectricalConductivity,300.65,300-320,0.029158654454207067
ElectricalConductivity,353.15,320-360,0.04604989664947823
ElectricalConductivity,342.15,320-360,0.05932280475709001
ElectricalConductivity,298.0,280-300,0.04744823674197596
ElectricalConductivity,323.15,320-360,0.05246460667244474
ElectricalConductivity,348.0,320-360,0.026995449607462287
ElectricalConductivity,308.0,300-320,0.09381227743958864
ElectricalConductivity,353.15,320-360,0.03868749473775847
ElectricalConductivity,213.2,<280,0.5122617145351143
ElectricalConductivity,293.0,280-300,0.06591492869291282
ElectricalConductivity,353.15,320-360,0.014396017154653995
ElectricalConductivity,368.15,>360,0.15982600215481935
ElectricalConductivity,342.57,320-360,0.056677577424109726
ElectricalConductivity,303.25,300-320,0.027767090367611047
ElectricalConductivity,322.75,320-360,0.14634623793116797
ElectricalConductivity,343.15,320-360,0.051689517933418805
ElectricalConductivity,343.15,320-360,0.04678149108907981
ElectricalConductivity,298.15,280-300,0.011363059978678702
ElectricalConductivity,357.8,320-360,0.2164745354094454
ElectricalConductivity,350.15,320-360,0.07294959046293337
ElectricalConductivity,358.15,320-360,0.08731230948872004
ElectricalConductivity,333.15,320-360,0.08056347181907764
ElectricalConductivity,313.15,300-320,0.02497988306936394
ElectricalConductivity,333.15,320-360,0.031097944107506215
ElectricalConductivity,348.4,320-360,0.011880663516394385
ElectricalConductivity,313.15,300-320,0.055377564702279614
ElectricalConductivity,285.65,280-300,0.04654888831811821
ElectricalConductivity,323.15,320-360,0.010465232436825372
ElectricalConductivity,303.13,300-320,0.3671172981144947
ElectricalConductivity,295.4,280-300,0.3449820788311354
ElectricalConductivity,215.2,<280,0.40207844025621853
ElectricalConductivity,293.15,280-300,4.606702809664306
ElectricalConductivity,318.15,300-320,0.1279177489023937
ElectricalConductivity,308.16,300-320,0.065842282712397
ElectricalConductivity,313.15,300-320,0.24701939470662637
ElectricalConductivity,297.65,280-300,0.15719707167106048
ElectricalConductivity,313.236,300-320,0.09977841967877588
ElectricalConductivity,313.3,300-320,0.017428171127621406
ElectricalConductivity,343.25,320-360,0.08067083338491843
ElectricalConductivity,348.15,320-360,0.15008684730415178
ElectricalConductivity,353.0,320-360,0.1951819553538865
ElectricalConductivity,293.2,280-300,0.27224549845790236
ElectricalConductivity,323.12,320-360,0.011469538341120133
ElectricalConductivity,328.15,320-360,0.018492794074843166
ElectricalConductivity,293.0,280-300,0.06172044677291133
ElectricalConductivity,318.15,300-320,0.011344101700657028
ElectricalConductivity,408.15,>360,0.07945169268665198
ElectricalConductivity,278.15,<280,0.009936602249678628
ElectricalConductivity,378.1,>360,0.018123969209594026
ElectricalConductivity,408.1,>360,0.017863967934253933
ElectricalConductivity,278.15,<280,1.2649429605215188
ElectricalConductivity,273.0,<280,0.07832948180026822
ElectricalConductivity,428.1,>360,0.09686001876475081
ElectricalConductivity,293.15,280-300,0.059930711238604495
ElectricalConductivity,323.15,320-360,0.04083344386206594
ElectricalConductivity,273.2,<280,0.03646952100353662
ElectricalConductivity,338.2,320-360,0.030176485471442555
ElectricalConductivity,303.15,300-320,0.04444847719135403
ElectricalConductivity,328.0,320-360,0.0942861144312312
ElectricalConductivity,368.15,>360,0.017605208802351835
ElectricalConductivity,313.15,300-320,0.013563882643622738
ElectricalConductivity,388.1,>360,0.0046308497629974354
ElectricalConductivity,253.0,<280,0.24422691616787517
ElectricalConductivity,323.0,320-360,0.04302582908065694
ElectricalConductivity,308.15,300-320,0.11197416203214505
ElectricalConductivity,298.85,280-300,0.14170630128574002
ElectricalConductivity,358.1,320-360,0.22249658679819362
ElectricalConductivity,293.5,280-300,0.009044970643219408
ElectricalConductivity,348.0,320-360,0.006341161093254888
ElectricalConductivity,298.15,280-300,0.001992415167164252
ElectricalConductivity,343.11,320-360,0.05469923486929887
ElectricalConductivity,278.1,<280,1.0155821739329944
ElectricalConductivity,313.15,300-320,0.01917304066230341
ElectricalConductivity,323.15,320-360,0.013927938993102712
ElectricalConductivity,353.15,320-360,0.11710615690488602
ElectricalConductivity,303.15,300-320,0.06971496945084854
ElectricalConductivity,312.45,300-320,0.10497067497393797
ElectricalConductivity,349.0,320-360,0.01803481775421581
ElectricalConductivity,298.15,280-300,0.07660081010600821
ElectricalConductivity,263.1,<280,0.006180759710686434
ElectricalConductivity,438.15,>360,0.04594988405214684
ElectricalConductivity,378.1,>360,0.009171326473568886
ElectricalConductivity,347.35,320-360,0.014667445677766233
ElectricalConductivity,278.0,<280,0.11036595049588878
ElectricalConductivity,318.0,300-320,0.08164139647633384
ElectricalConductivity,348.13,320-360,0.11714214910735804
ElectricalConductivity,303.15,300-320,0.12448217077996526
ElectricalConductivity,288.14,280-300,0.07707076794034995
ElectricalConductivity,303.15,300-320,0.036553933941768424
ElectricalConductivity,298.1,280-300,0.04154887153458198
ElectricalConductivity,333.15,320-360,0.018637425701112008
ElectricalConductivity,323.15,320-360,0.09467208245784398
ElectricalConductivity,323.11,320-360,0.020462898492543125
ElectricalConductivity,348.15,320-360,0.018356619159698107
ElectricalConductivity,293.15,280-300,0.03174120131025826
ElectricalConductivity,308.15,300-320,0.00891514176443664
ElectricalConductivity,398.0,>360,0.03524540456885239
ElectricalConductivity,298.15,280-300,0.32231784644427686
ElectricalConductivity,313.16,300-320,0.0001833501695052142
ElectricalConductivity,323.15,320-360,0.02236970136599492
ElectricalConductivity,383.1,>360,0.07407221610364711
ElectricalConductivity,390.0,>360,0.06426334910296028
ElectricalConductivity,372.49,>360,0.1968881808463998
ElectricalConductivity,318.0,300-320,0.030853140149566416
ElectricalConductivity,323.1,320-360,0.003172543538380035
ElectricalConductivity,313.15,300-320,0.008274776660772587
ElectricalConductivity,205.2,<280,0.24869194762788638
ElectricalConductivity,293.0,280-300,0.25409998081886154
ElectricalConductivity,418.15,>360,0.04326785185725868
ElectricalConductivity,308.15,300-320,0.047023415553657966
ElectricalConductivity,308.0,300-320,0.023338252108420887
ElectricalConductivity,308.15,300-320,0.017813436768485902
ElectricalConductivity,323.15,320-360,0.02121902409008551
ElectricalConductivity,337.0,320-360,0.017982479269722407
ElectricalConductivity,368.15,>360,0.044602215633233716
ElectricalConductivity,298.15,280-300,0.03265636778592085
ElectricalConductivity,308.0,300-320,0.062285677224471314
ElectricalConductivity,193.2,<280,1.9756247113849632
ElectricalConductivity,293.15,280-300,0.09564247706081241
ElectricalConductivity,308.15,300-320,0.07398992061201959
ElectricalConductivity,323.0,320-360,0.3351327767743376
ElectricalConductivity,424.25,>360,0.011387172471691909
ElectricalConductivity,318.15,300-320,0.026196698677549257
ElectricalConductivity,318.15,300-320,0.06749333580641848
ElectricalConductivity,353.15,320-360,0.01609836174682394
ElectricalConductivity,313.0,300-320,0.07264662527104404
ElectricalConductivity,338.13,320-360,0.05858428531706067
ElectricalConductivity,290.7,280-300,0.10569269406323056
ElectricalConductivity,343.05,320-360,0.03186843866142693
ElectricalConductivity,353.4,320-360,0.13086902673342848
ElectricalConductivity,314.532,300-320,0.09570724818638676
ElectricalConductivity,323.15,320-360,0.13477035310859087
ElectricalConductivity,308.0,300-320,0.07580884555952283
ElectricalConductivity,298.15,280-300,1.6279685945459597
ElectricalConductivity,318.6,300-320,0.11827762222987559
ElectricalConductivity,355.1,320-360,0.1263141314992744
ElectricalConductivity,293.15,280-300,0.08787804539161792
