property,Temperature_K,temperature_bin,abs_log_error
ElectricalConductivity,303.15,300-320,0.006606537066320639
ElectricalConductivity,343.05,320-360,0.042542455637519565
ElectricalConductivity,363.5,>360,0.004028371356874061
ElectricalConductivity,308.15,300-320,0.042848473440727286
ElectricalConductivity,298.15,280-300,0.04528065778420842
ElectricalConductivity,318.15,300-320,0.006831027559130898
ElectricalConductivity,343.0,320-360,0.1468912373769653
ElectricalConductivity,308.153,300-320,0.07524287519457484
ElectricalConductivity,303.0,300-320,0.28025028372442407
ElectricalConductivity,338.15,320-360,0.07965824814636416
ElectricalConductivity,318.162,300-320,0.0819803860261965
ElectricalConductivity,298.15,280-300,0.03088950770142973
ElectricalConductivity,303.15,300-320,0.025762793958755026
ElectricalConductivity,348.13,320-360,0.021054524840204203
ElectricalConductivity,515.35,>360,0.12466137796564442
ElectricalConductivity,352.54,320-360,0.0011179765944130393
ElectricalConductivity,323.0,320-360,0.011622952151649324
ElectricalConductivity,303.15,300-320,0.20070008747739165
ElectricalConductivity,358.6,320-360,0.05482002431695898
ElectricalConductivity,333.3,320-360,0.2110276138113032
ElectricalConductivity,348.15,320-360,0.044370720470752634
ElectricalConductivity,293.15,280-300,0.0031804586614416763
ElectricalConductivity,313.15,300-320,0.0909149708242476
ElectricalConductivity,283.1,280-300,0.023648025565717212
ElectricalConductivity,333.15,320-360,0.0047379241391865
ElectricalConductivity,293.0,280-300,1.4212804391760212
ElectricalConductivity,328.6,320-360,0.00839177935910218
ElectricalConductivity,327.95,320-360,0.07939689893687962
ElectricalConductivity,351.15,320-360,0.07405428542457126
HeatCapacity,353.15,320-360,0.013426754537140262
HeatCapacity,325.8,320-360,0.0015731144087798299
HeatCapacity,325.65,320-360,0.05262570272405753
HeatCapacity,393.1,>360,0.2764544147276844
HeatCapacity,313.16,300-320,0.006158411578486067
HeatCapacity,328.1,320-360,0.0010615324549254623
HeatCapacity,301.15,300-320,0.00825257158482895
HeatCapacity,400.15,>360,0.0038580981978952877
HeatCapacity,295.15,280-300,0.06062365672084802
HeatCapacity,338.1,320-360,0.0017296284537549056
HeatCapacity,305.15,300-320,0.005346327649281335
HeatCapacity,304.15,300-320,0.0027423052795327862
HeatCapacity,336.2,320-360,0.03382493335595704
HeatCapacity,339.17,320-360,0.0019521739217029932
HeatCapacity,324.82,320-360,0.014870639682289521
HeatCapacity,323.15,320-360,0.011056953166848515
HeatCapacity,320.0,320-360,0.01150078087583406
HeatCapacity,380.0,>360,0.0013689495342745772
HeatCapacity,474.65,>360,0.002515327136070944
HeatCapacity,343.15,320-360,0.030828020118311983
HeatCapacity,353.15,320-360,0.003111785769623232
HeatCapacity,303.15,300-320,0.014617921861038496
HeatCapacity,299.15,280-300,0.022714128301274172
HeatCapacity,427.81,>360,0.009310776312291935
HeatCapacity,295.03,280-300,0.07302513955827905
HeatCapacity,338.15,320-360,0.022860076911487504
HeatCapacity,330.65,320-360,0.0035567423858067215
HeatCapacity,311.73,300-320,0.0017315029642590574
HeatCapacity,509.61,>360,0.005575652297122424
HeatCapacity,361.05,>360,1.8601508759985563e-06
HeatCapacity,363.0,>360,0.008669906884847478
HeatCapacity,302.1,300-320,0.026254726816246965
HeatCapacity,367.47,>360,0.026247873506529906
HeatCapacity,315.15,300-320,0.005703523445876435
HeatCapacity,350.0,320-360,0.005606714317105244
HeatCapacity,308.15,300-320,0.027232636434385782
HeatCapacity,378.15,>360,0.008870155251648804
HeatCapacity,279.58,<280,0.0027632233291718933
HeatCapacity,355.59,320-360,0.002768157492500478
HeatCapacity,323.15,320-360,0.008834720293779519
HeatCapacity,307.15,300-320,0.006867946811203396
HeatCapacity,325.15,320-360,0.011830290989016667
HeatCapacity,358.76,320-360,0.010530385202059733
HeatCapacity,450.43,>360,3.336689265154291e-05
HeatCapacity,343.2,320-360,0.009899623674848534
HeatCapacity,333.716,320-360,0.0022306872495283514
HeatCapacity,313.13,300-320,0.02262157962395861
HeatCapacity,404.13,>360,0.0005965512018724084
HeatCapacity,306.72,300-320,0.0007863979521403053
HeatCapacity,286.27,280-300,0.0018805688677101529
HeatCapacity,298.1,280-300,0.1254511852699407
HeatCapacity,513.36,>360,0.00055065710423019
HeatCapacity,343.2,320-360,0.0009684514658898635
HeatCapacity,323.0,320-360,0.033426705116721855
HeatCapacity,353.15,320-360,0.040566014646188364
HeatCapacity,200.0,<280,0.002223916542380522
HeatCapacity,353.2,320-360,0.033709113540350444
HeatCapacity,363.15,>360,0.02465067481432026
HeatCapacity,330.15,320-360,0.014194914158299987
HeatCapacity,351.45,320-360,0.0013937334575215843
HeatCapacity,341.15,320-360,0.001232664843440645
HeatCapacity,324.6,320-360,0.0004564284772285987
HeatCapacity,345.32,320-360,0.0025076957982781423
HeatCapacity,288.719,280-300,0.012370041329888615
HeatCapacity,300.49,300-320,0.00179657179063053
HeatCapacity,224.9,<280,0.0063690640129934195
HeatCapacity,393.15,>360,0.008930655027232781
HeatCapacity,321.15,320-360,0.0061631592518924805
HeatCapacity,233.2,<280,0.023878587748511926
HeatCapacity,363.75,>360,0.0005183527201522153
HeatCapacity,324.15,320-360,0.009328364132314526
HeatCapacity,388.15,>360,0.010399784747726848
HeatCapacity,332.15,320-360,0.006968541100931702
HeatCapacity,323.15,320-360,0.0004395813718041097
HeatCapacity,367.5,>360,0.013380946402167027
HeatCapacity,416.29,>360,0.00046293850760381616
HeatCapacity,301.2,300-320,0.030373578832726622
HeatCapacity,412.22,>360,0.007450607460075531
HeatCapacity,328.18,320-360,0.0271755836195835
HeatCapacity,310.0,300-320,0.010375896559619235
HeatCapacity,503.59,>360,0.0011686233071248608
HeatCapacity,327.15,320-360,0.0018343964221942954
HeatCapacity,466.59,>360,0.002735637104155586
HeatCapacity,352.7,320-360,0.002087141244973445
HeatCapacity,388.0,>360,0.0018549616626319931
HeatCapacity,341.15,320-360,0.012473549566010433
HeatCapacity,300.15,300-320,0.004660591542267056
HeatCapacity,388.15,>360,0.012025823666899527
HeatCapacity,336.68,320-360,0.030883761084161243
HeatCapacity,385.03,>360,0.05672459606606761
HeatCapacity,344.15,320-360,0.002203429998096418
HeatCapacity,338.15,320-360,0.007505375334377895
HeatCapacity,406.72,>360,0.005339609978938675
HeatCapacity,365.564,>360,0.008016625248312259
HeatCapacity,300.15,300-320,0.00046585412063837595
HeatCapacity,306.07,300-320,0.00023514184351558498
HeatCapacity,468.39,>360,0.0034518678485166987
HeatCapacity,361.0,>360,0.011708682000683979
HeatCapacity,330.0,320-360,0.012540409576264011
HeatCapacity,340.56,320-360,0.022144329507451488
HeatCapacity,308.15,300-320,0.004153233629765829
HeatCapacity,343.22,320-360,0.02983420748927479
HeatCapacity,433.15,>360,0.0077800075236353905
HeatCapacity,485.83,>360,0.002210074220516667
HeatCapacity,393.0,>360,0.08170368512093962
HeatCapacity,465.89,>360,0.006191291709561675
HeatCapacity,338.39,320-360,0.0019903095475655164
HeatCapacity,328.15,320-360,0.0043191757050236035
HeatCapacity,303.15,300-320,0.011014021263105356
HeatCapacity,303.1,300-320,0.0354647070339249
HeatCapacity,305.65,300-320,0.02012255670971186
HeatCapacity,337.684,320-360,0.00393001835602913
HeatCapacity,338.91,320-360,0.002273096742781533
HeatCapacity,340.2,320-360,0.018004817224813507
HeatCapacity,332.22,320-360,0.0014648613419332435
HeatCapacity,470.2,>360,0.0017504215047390304
HeatCapacity,513.93,>360,0.0028591297945990135
HeatCapacity,403.17,>360,0.0012513374695712898
HeatCapacity,398.15,>360,0.004502336440064703
HeatCapacity,407.27,>360,0.006459722925994171
HeatCapacity,277.5,<280,0.0017027999721745957
HeatCapacity,329.56,320-360,0.014575838778815076
HeatCapacity,440.6,>360,0.0005827304288192892
HeatCapacity,271.45,<280,0.008991347571273955
HeatCapacity,359.86,320-360,0.009429017224779734
HeatCapacity,293.15,280-300,0.008652281387740324
HeatCapacity,314.15,300-320,0.0069513250362343015
HeatCapacity,348.15,320-360,0.017136070142255377
HeatCapacity,548.15,>360,0.002835728456551223
HeatCapacity,277.92,<280,0.004429907339430272
HeatCapacity,318.15,300-320,0.036994070507070376
HeatCapacity,304.15,300-320,0.01863952603422092
HeatCapacity,345.15,320-360,0.005103588141961879
HeatCapacity,348.14,320-360,0.0014571352784260583
HeatCapacity,335.15,320-360,0.009171572835133368
HeatCapacity,390.15,>360,0.018463651575383544
HeatCapacity,340.2,320-360,0.002247867607994891
HeatCapacity,333.15,320-360,0.004349251153695555
HeatCapacity,343.15,320-360,0.00953590676776539
HeatCapacity,308.15,300-320,0.0007009834196951559
HeatCapacity,290.0,280-300,0.0029893666550249165
HeatCapacity,299.15,280-300,0.03060711621611567
HeatCapacity,348.15,320-360,0.0005883759065632432
HeatCapacity,320.15,320-360,0.024229401586853605
HeatCapacity,343.15,320-360,0.003152857428299072
HeatCapacity,289.97,280-300,0.0010756469037884742
HeatCapacity,318.04,300-320,0.004536155745407555
HeatCapacity,324.15,320-360,0.006762506469119245
HeatCapacity,320.65,320-360,0.020020555982307897
HeatCapacity,343.15,320-360,0.0017547483690201204
HeatCapacity,315.15,300-320,0.007832067847624913
HeatCapacity,327.34,320-360,0.002758097711144991
HeatCapacity,373.12,>360,0.00014882922254155773
HeatCapacity,439.76,>360,0.002523015207659185
HeatCapacity,318.16,300-320,0.0011568237916321777
HeatCapacity,458.8,>360,0.0019540618493048
HeatCapacity,320.15,320-360,0.00343365233788262
HeatCapacity,459.21,>360,0.0010809864664169666
HeatCapacity,351.28,320-360,0.01086153326307393
HeatCapacity,334.59,320-360,0.0005069595288160755
HeatCapacity,355.09,320-360,0.011934187626104098
HeatCapacity,310.15,300-320,0.004229071540825302
HeatCapacity,313.15,300-320,0.049271120004109825
HeatCapacity,218.54,<280,9.501464967254236e-05
HeatCapacity,338.15,320-360,0.0011362885345933549
HeatCapacity,477.18,>360,0.001022843724450162
HeatCapacity,219.08,<280,0.005850789468675899
HeatCapacity,313.15,300-320,0.003313027545159386
HeatCapacity,283.15,280-300,0.005043039602753652
HeatCapacity,448.15,>360,0.004665446431466158
HeatCapacity,319.391,300-320,0.0066776362789395804
HeatCapacity,323.15,320-360,0.03977597599662719
HeatCapacity,502.33,>360,0.003872428435228059
HeatCapacity,383.17,>360,0.017591454371982174
HeatCapacity,313.1,300-320,0.002839633908473971
HeatCapacity,285.44,280-300,0.0020452761369416095
HeatCapacity,318.08,300-320,0.02509346825917369
HeatCapacity,330.15,320-360,0.005511216297516164
HeatCapacity,359.72,320-360,0.004650242581803354
HeatCapacity,338.15,320-360,0.028480384052859797
HeatCapacity,302.1,300-320,0.00046341386727988265
HeatCapacity,236.02,<280,0.010148412702303489
HeatCapacity,293.817,280-300,0.0026846382954719417
HeatCapacity,312.56,300-320,0.007696658380859311
HeatCapacity,417.52,>360,0.001820161765400563
HeatCapacity,349.89,320-360,0.007929281014648737
HeatCapacity,265.62,<280,0.003974035326334224
HeatCapacity,358.25,320-360,0.006242773009654812
HeatCapacity,365.15,>360,0.003063607124858869
HeatCapacity,503.73,>360,0.0030666733611930397
HeatCapacity,428.72,>360,0.0010660772376738237
HeatCapacity,257.774,<280,0.005953314705815949
HeatCapacity,328.15,320-360,0.0664158545868121
HeatCapacity,330.0,320-360,0.012983323637498323
HeatCapacity,361.83,>360,0.00028087878406601874
HeatCapacity,340.2,320-360,0.00225076346187425
HeatCapacity,346.15,320-360,0.009640317478438298
HeatCapacity,322.15,320-360,0.011317326892570811
HeatCapacity,366.52,>360,0.015215405770520718
HeatCapacity,360.15,>360,0.002837680406980958
HeatCapacity,307.15,300-320,0.013596981120595153
HeatCapacity,280.64,280-300,0.0025791358125868413
HeatCapacity,290.0,280-300,0.009376632792583273
HeatCapacity,337.15,320-360,0.0018118356612859543
HeatCapacity,318.15,300-320,0.015264076745951094
HeatCapacity,363.15,>360,0.3441819786972511
HeatCapacity,355.15,320-360,0.02654357520767725
HeatCapacity,298.1,280-300,0.0002006777358509737
HeatCapacity,338.61,320-360,0.003850396144454038
HeatCapacity,336.15,320-360,0.02663503504426412
HeatCapacity,306.35,300-320,0.019306228986824436
HeatCapacity,368.2,>360,0.012416380668852867
HeatCapacity,328.2,320-360,0.014949830341426384
HeatCapacity,299.15,280-300,0.005415977864446475
HeatCapacity,288.15,280-300,0.030884715424261522
HeatCapacity,367.14,>360,0.004566163949569102
HeatCapacity,338.1,320-360,0.00805434835168306
HeatCapacity,263.34,<280,0.003744199738259013
HeatCapacity,314.15,300-320,0.0038844353521358954
HeatCapacity,343.15,320-360,0.0004334368633456265
HeatCapacity,324.15,320-360,0.03149647527415489
HeatCapacity,323.15,320-360,0.005278128741928789
HeatCapacity,356.52,320-360,0.047796238130501933
HeatCapacity,263.669,<280,0.0013332481653733907
HeatCapacity,364.36,>360,0.006779149511499938
HeatCapacity,325.1,320-360,0.005268545980999129
HeatCapacity,348.15,320-360,0.019962251535450726
HeatCapacity,380.33,>360,8.455959901176868e-05
HeatCapacity,363.15,>360,0.001790104876697285
HeatCapacity,333.22,320-360,0.020428144515687308
HeatCapacity,362.45,>360,8.45225819201545e-05
HeatCapacity,435.32,>360,0.0016823284743310296
HeatCapacity,390.15,>360,0.008005660018887362
HeatCapacity,320.2,320-360,0.08068231266820813
HeatCapacity,343.89,320-360,0.0144267145356336
HeatCapacity,331.15,320-360,0.012574602853534955
HeatCapacity,330.15,320-360,0.05521532502328519
HeatCapacity,353.0,320-360,0.2118915795325682
HeatCapacity,327.15,320-360,0.010779781627724638
HeatCapacity,324.15,320-360,0.004923928487652773
HeatCapacity,349.01,320-360,0.00270416791603445
HeatCapacity,418.15,>360,0.0005670018029571011
HeatCapacity,313.15,300-320,0.0010921237495855607
HeatCapacity,388.15,>360,0.04578931921321949
HeatCapacity,303.15,300-320,0.022024213656592906
HeatCapacity,270.0,<280,0.0010305334960962753
HeatCapacity,298.0,280-300,0.010824195368469347
HeatCapacity,270.0,<280,0.006641867959987557
HeatCapacity,378.13,>360,0.006905166529555196
HeatCapacity,324.15,320-360,0.004689167642144554
HeatCapacity,383.15,>360,0.018358783627313358
HeatCapacity,515.9,>360,0.0020441816677756464
HeatCapacity,393.13,>360,0.0028105432808667175
HeatCapacity,336.69,320-360,0.00022359156598383834
HeatCapacity,305.15,300-320,0.002465780100052939
HeatCapacity,508.06,>360,0.004509086613698976
HeatCapacity,295.1,280-300,0.00162280019426575
HeatCapacity,312.11,300-320,0.0012579337241165334
HeatCapacity,297.97,280-300,0.004436880352648664
HeatCapacity,340.03,320-360,0.000538308150892064
HeatCapacity,322.1,320-360,0.005543087357035681
HeatCapacity,363.15,>360,0.01384684063569619
HeatCapacity,338.15,320-360,0.011027763345462738
HeatCapacity,337.15,320-360,0.004645422401505783
HeatCapacity,353.2,320-360,0.00318376131804321
HeatCapacity,363.15,>360,0.01593354269399061
HeatCapacity,308.15,300-320,0.020625138786199315
HeatCapacity,360.2,>360,0.0042019407189712865
HeatCapacity,400.6,>360,0.008677414760666302
HeatCapacity,203.86,<280,0.0003131593207683636
HeatCapacity,300.0,300-320,0.019347695102036155
HeatCapacity,368.14,>360,0.0037275117435573435
HeatCapacity,298.15,280-300,0.010320694288265209
HeatCapacity,329.62,320-360,0.0010883257327662932
HeatCapacity,332.2,320-360,0.07918264200923986
HeatCapacity,298.93,280-300,0.00958137347083543
HeatCapacity,293.15,280-300,0.0018096142039061291
HeatCapacity,278.57,<280,0.0020785191888839094
HeatCapacity,351.15,320-360,0.10955156688599033
HeatCapacity,287.44,280-300,0.007627597480471593
HeatCapacity,293.15,280-300,0.005832191123401387
HeatCapacity,314.15,300-320,0.0003491184934594216
HeatCapacity,299.1,280-300,0.0009684224376274031
